User_ID,Skill_Level,Learning_Pace,Career_Goal,Preferred_Medium,Available_Time,Course_Title,Course_Provider,Skill_Taught,Difficulty_Level,Medium,Duration
590,3,2,AI Researcher,Online,15,DevOps Bootcamp,Coursera,DevOps,1,Online,33
591,1,3,AI Researcher,Online,12,Machine Learning for Beginners,Udemy,Machine Learning,3,Online,16
592,3,2,Cloud Engineer,Offline,13,SQL Bootcamp,edX,SQL,2,Offline,12
593,1,1,Machine Learning,Online,30,Intro to AI Concepts,edX,Artificial Intelligence,2,Online,31
594,3,1,Frontend Developer,Offline,23,SQL Bootcamp,Udemy,SQL,1,Offline,27
595,1,3,DevOps Specialist,Online,29,Deep Learning Advanced,Coursera,Deep Learning,2,Online,24
596,3,1,Backend Developer,Online,14,AWS Foundations,Coursera,Cloud Computing,1,Online,24
597,2,3,DevOps Specialist,Online,8,Machine Learning for Beginners,Coursera,Machine Learning,3,Online,39
598,2,3,AI Researcher,Online,20,Intro to AI Concepts,edX,Artificial Intelligence,3,Online,10
599,3,2,Machine Learning,Online,26,JavaScript Essentials,Udemy,JavaScript,2,Online,40
600,1,1,Machine Learning,Online,12,SQL Bootcamp,Coursera,SQL,2,Online,23
601,1,2,Machine Learning,Online,21,DevOps Bootcamp,edX,DevOps,2,Online,18
602,1,2,Software Architect,Offline,6,Intro to AI Concepts,Coursera,Artificial Intelligence,1,Offline,9
603,1,2,Cloud Engineer,Online,17,Machine Learning for Beginners,edX,Machine Learning,1,Online,27
604,2,1,Machine Learning,Online,19,Deep Learning Advanced,Udemy,Deep Learning,1,Online,31
605,3,2,Cloud Engineer,Offline,22,Intro to AI Concepts,edX,Artificial Intelligence,3,Offline,36
606,2,2,Data Scientist,Online,26,SQL Bootcamp,Coursera,SQL,2,Online,23
607,1,2,Full Stack Developer,Online,7,Intro to AI Concepts,Coursera,Artificial Intelligence,1,Online,5
608,2,3,DevOps Specialist,Offline,10,SQL Bootcamp,Coursera,SQL,2,Offline,26
609,2,1,DevOps Specialist,Online,11,AWS Foundations,Udemy,Cloud Computing,3,Online,10
610,1,2,Cloud Engineer,Offline,12,JavaScript Essentials,Coursera,JavaScript,1,Offline,33
611,2,2,Frontend Developer,Offline,22,AWS Foundations,Udemy,Cloud Computing,3,Offline,26
612,1,3,AI Researcher,Online,11,JavaScript Essentials,Udemy,JavaScript,3,Online,29
613,3,3,Data Scientist,Online,5,Deep Learning Advanced,Udemy,Deep Learning,2,Online,13
614,2,2,Software Architect,Offline,21,DevOps Bootcamp,edX,DevOps,1,Offline,38
615,3,2,Software Architect,Online,14,AWS Foundations,Coursera,Cloud Computing,3,Online,19
616,2,2,Cloud Engineer,Online,9,Deep Learning Advanced,Udemy,Deep Learning,1,Online,18
617,1,1,Machine Learning,Offline,30,Machine Learning for Beginners,Udemy,Machine Learning,2,Offline,40
618,1,2,Full Stack Developer,Online,14,DevOps Bootcamp,Coursera,DevOps,1,Online,15
619,2,1,Backend Developer,Online,30,Intro to AI Concepts,Coursera,Artificial Intelligence,2,Online,31
620,1,3,Data Scientist,Online,22,DevOps Bootcamp,Coursera,DevOps,1,Online,6
621,2,2,Full Stack Developer,Online,27,System Design Advanced,edX,System Design,1,Online,6
622,1,1,Cloud Engineer,Online,19,Deep Learning Advanced,Udemy,Deep Learning,1,Online,34
623,3,3,Frontend Developer,Online,6,System Design Advanced,Coursera,System Design,3,Online,7
624,2,3,Backend Developer,Online,9,DevOps Bootcamp,Coursera,DevOps,1,Online,11
625,3,1,Frontend Developer,Offline,7,JavaScript Essentials,Udemy,JavaScript,2,Offline,29
626,1,3,DevOps Specialist,Offline,18,Full Stack Masterclass,Coursera,Full Stack Development,3,Offline,30
627,1,2,Software Architect,Offline,21,DevOps Bootcamp,Coursera,DevOps,2,Offline,37
628,2,3,Software Architect,Online,28,SQL Bootcamp,Coursera,SQL,2,Online,36
629,2,3,Full Stack Developer,Online,10,DevOps Bootcamp,Udemy,DevOps,3,Online,38
630,3,1,Frontend Developer,Online,15,Full Stack Masterclass,Coursera,Full Stack Development,3,Online,21
631,1,1,Cloud Engineer,Offline,26,DevOps Bootcamp,edX,DevOps,2,Offline,8
632,1,3,Machine Learning,Offline,29,AWS Foundations,Coursera,Cloud Computing,1,Offline,13
633,2,2,Data Scientist,Online,5,DevOps Bootcamp,Coursera,DevOps,1,Online,38
634,3,1,Backend Developer,Online,9,Machine Learning for Beginners,Udemy,Machine Learning,2,Online,9
635,2,1,Frontend Developer,Online,27,AWS Foundations,Coursera,Cloud Computing,1,Online,39
636,3,2,DevOps Specialist,Offline,6,Intro to AI Concepts,Coursera,Artificial Intelligence,3,Offline,8
637,2,1,Cloud Engineer,Offline,17,Intro to AI Concepts,Udemy,Artificial Intelligence,2,Offline,8
638,2,1,Software Architect,Online,24,SQL Bootcamp,Udemy,SQL,1,Online,9
639,3,2,Frontend Developer,Online,19,Full Stack Masterclass,Coursera,Full Stack Development,3,Online,31
640,2,1,Machine Learning,Online,6,Deep Learning Advanced,edX,Deep Learning,1,Online,31
641,3,2,Backend Developer,Offline,13,AWS Foundations,Coursera,Cloud Computing,2,Offline,15
642,1,1,Data Scientist,Online,27,System Design Advanced,Coursera,System Design,1,Online,7
643,2,2,Full Stack Developer,Online,12,Full Stack Masterclass,edX,Full Stack Development,1,Online,29
644,1,2,Software Architect,Offline,6,Deep Learning Advanced,edX,Deep Learning,3,Offline,5
645,2,1,Machine Learning,Offline,19,Full Stack Masterclass,edX,Full Stack Development,3,Offline,10
646,1,3,Frontend Developer,Offline,14,SQL Bootcamp,Coursera,SQL,3,Offline,39
647,3,3,DevOps Specialist,Offline,24,Full Stack Masterclass,Udemy,Full Stack Development,1,Offline,11
648,2,1,Machine Learning,Online,24,DevOps Bootcamp,Udemy,DevOps,3,Online,23
649,1,2,DevOps Specialist,Offline,7,DevOps Bootcamp,Coursera,DevOps,3,Offline,27
650,3,2,Machine Learning,Offline,24,AWS Foundations,Coursera,Cloud Computing,1,Offline,18
651,2,3,Machine Learning,Offline,21,JavaScript Essentials,Coursera,JavaScript,3,Offline,31
652,1,2,Cloud Engineer,Offline,21,DevOps Bootcamp,Coursera,DevOps,2,Offline,22
653,2,2,Frontend Developer,Offline,11,Full Stack Masterclass,Udemy,Full Stack Development,2,Offline,28
654,1,2,Cloud Engineer,Online,25,AWS Foundations,edX,Cloud Computing,2,Online,19
655,1,2,Software Architect,Online,30,JavaScript Essentials,Udemy,JavaScript,2,Online,18
656,1,2,Backend Developer,Offline,12,DevOps Bootcamp,Coursera,DevOps,3,Offline,18
657,3,3,Cloud Engineer,Online,27,System Design Advanced,Udemy,System Design,1,Online,29
658,2,1,Machine Learning,Online,11,SQL Bootcamp,Coursera,SQL,3,Online,32
659,3,2,Software Architect,Online,14,DevOps Bootcamp,edX,DevOps,1,Online,6
660,2,2,Frontend Developer,Online,5,JavaScript Essentials,Udemy,JavaScript,1,Online,36
661,2,1,Data Scientist,Online,17,SQL Bootcamp,Udemy,SQL,1,Online,26
662,2,2,Software Architect,Offline,18,Intro to AI Concepts,Udemy,Artificial Intelligence,1,Offline,20
663,2,3,Data Scientist,Offline,17,Intro to AI Concepts,edX,Artificial Intelligence,1,Offline,14
664,3,3,AI Researcher,Online,29,Full Stack Masterclass,edX,Full Stack Development,1,Online,29
665,2,3,DevOps Specialist,Online,17,JavaScript Essentials,Udemy,JavaScript,2,Online,40
666,1,2,Cloud Engineer,Online,18,Machine Learning for Beginners,edX,Machine Learning,3,Online,35
667,3,1,Backend Developer,Offline,13,Full Stack Masterclass,Udemy,Full Stack Development,1,Offline,21
668,3,1,DevOps Specialist,Offline,6,Intro to AI Concepts,Udemy,Artificial Intelligence,1,Offline,17
669,2,2,Frontend Developer,Online,9,Machine Learning for Beginners,edX,Machine Learning,3,Online,14
670,3,2,Frontend Developer,Online,16,JavaScript Essentials,Coursera,JavaScript,3,Online,36
671,2,2,AI Researcher,Offline,14,Full Stack Masterclass,edX,Full Stack Development,1,Offline,18
672,1,2,DevOps Specialist,Offline,27,SQL Bootcamp,Udemy,SQL,3,Offline,18
673,2,2,AI Researcher,Online,18,Deep Learning Advanced,Coursera,Deep Learning,1,Online,34
674,3,2,Backend Developer,Online,24,System Design Advanced,edX,System Design,3,Online,23
675,1,1,AI Researcher,Online,20,Machine Learning for Beginners,Coursera,Machine Learning,3,Online,23
676,1,3,DevOps Specialist,Offline,12,System Design Advanced,Coursera,System Design,1,Offline,20
677,3,2,DevOps Specialist,Online,20,Machine Learning for Beginners,edX,Machine Learning,3,Online,5
678,2,2,Cloud Engineer,Online,23,Intro to AI Concepts,Coursera,Artificial Intelligence,3,Online,37
679,1,2,AI Researcher,Online,5,System Design Advanced,Coursera,System Design,2,Online,17
680,3,3,Machine Learning,Offline,17,DevOps Bootcamp,edX,DevOps,1,Offline,21
681,3,2,Full Stack Developer,Offline,12,System Design Advanced,Udemy,System Design,1,Offline,19
682,2,3,Frontend Developer,Offline,10,DevOps Bootcamp,Coursera,DevOps,3,Offline,16
683,1,2,Cloud Engineer,Offline,17,Machine Learning for Beginners,edX,Machine Learning,2,Offline,15
684,2,3,DevOps Specialist,Offline,5,Machine Learning for Beginners,edX,Machine Learning,3,Offline,33
685,1,2,Cloud Engineer,Offline,27,Intro to AI Concepts,Udemy,Artificial Intelligence,3,Offline,20
686,2,1,Software Architect,Offline,5,AWS Foundations,Coursera,Cloud Computing,1,Offline,17
687,2,2,Machine Learning,Online,29,Full Stack Masterclass,edX,Full Stack Development,2,Online,12
688,2,1,AI Researcher,Offline,25,Intro to AI Concepts,edX,Artificial Intelligence,3,Offline,17
689,1,2,Frontend Developer,Offline,7,AWS Foundations,Coursera,Cloud Computing,1,Offline,12
690,2,3,Data Scientist,Offline,9,Full Stack Masterclass,edX,Full Stack Development,1,Offline,34
691,2,1,Machine Learning,Offline,16,Full Stack Masterclass,edX,Full Stack Development,1,Offline,28
692,1,1,Frontend Developer,Offline,23,AWS Foundations,edX,Cloud Computing,2,Offline,21
693,1,3,Frontend Developer,Offline,18,Deep Learning Advanced,Coursera,Deep Learning,3,Offline,18
694,2,2,AI Researcher,Online,24,JavaScript Essentials,edX,JavaScript,1,Online,19
695,2,3,Backend Developer,Offline,23,AWS Foundations,Udemy,Cloud Computing,3,Offline,34
696,1,3,Data Scientist,Offline,29,SQL Bootcamp,Coursera,SQL,1,Offline,16
697,3,2,AI Researcher,Online,12,SQL Bootcamp,edX,SQL,1,Online,25
698,2,3,Data Scientist,Online,26,Full Stack Masterclass,Udemy,Full Stack Development,1,Online,20
699,3,1,AI Researcher,Online,26,SQL Bootcamp,Udemy,SQL,1,Online,9
700,3,2,Machine Learning,Offline,10,SQL Bootcamp,Udemy,SQL,2,Offline,24
701,2,2,Cloud Engineer,Offline,28,Deep Learning Advanced,Udemy,Deep Learning,2,Offline,22
702,1,2,Full Stack Developer,Online,19,System Design Advanced,Coursera,System Design,3,Online,25
703,1,1,Frontend Developer,Offline,30,SQL Bootcamp,edX,SQL,1,Offline,20
704,1,2,Full Stack Developer,Offline,20,JavaScript Essentials,Coursera,JavaScript,1,Offline,35
705,2,1,Machine Learning,Offline,18,Machine Learning for Beginners,Coursera,Machine Learning,3,Offline,11
706,1,2,Full Stack Developer,Online,20,Full Stack Masterclass,edX,Full Stack Development,3,Online,11
707,2,1,Data Scientist,Offline,22,JavaScript Essentials,Udemy,JavaScript,1,Offline,37
708,3,3,Cloud Engineer,Online,28,System Design Advanced,edX,System Design,3,Online,37
709,1,3,Machine Learning,Online,5,Full Stack Masterclass,Coursera,Full Stack Development,1,Online,22
710,3,1,Backend Developer,Offline,27,SQL Bootcamp,Udemy,SQL,2,Offline,31
711,1,3,Machine Learning,Online,6,Full Stack Masterclass,edX,Full Stack Development,2,Online,36
712,3,2,Data Scientist,Online,24,Machine Learning for Beginners,Coursera,Machine Learning,2,Online,12
713,1,1,AI Researcher,Online,8,AWS Foundations,Udemy,Cloud Computing,1,Online,14
714,3,2,Frontend Developer,Online,14,System Design Advanced,Udemy,System Design,3,Online,8
715,2,2,Backend Developer,Online,30,DevOps Bootcamp,edX,DevOps,3,Online,31
716,1,1,DevOps Specialist,Offline,18,Full Stack Masterclass,Coursera,Full Stack Development,2,Offline,18
717,2,3,Frontend Developer,Online,10,Full Stack Masterclass,Coursera,Full Stack Development,2,Online,33
718,1,1,Cloud Engineer,Offline,10,System Design Advanced,Udemy,System Design,1,Offline,29
719,3,2,Frontend Developer,Offline,8,Deep Learning Advanced,Udemy,Deep Learning,3,Offline,30
720,1,2,Full Stack Developer,Offline,24,Full Stack Masterclass,edX,Full Stack Development,3,Offline,21
721,2,2,Backend Developer,Online,24,JavaScript Essentials,edX,JavaScript,2,Online,30
722,1,2,DevOps Specialist,Offline,13,Deep Learning Advanced,edX,Deep Learning,3,Offline,29
723,1,1,DevOps Specialist,Offline,11,Machine Learning for Beginners,Udemy,Machine Learning,2,Offline,12
724,2,1,DevOps Specialist,Offline,16,SQL Bootcamp,Udemy,SQL,1,Offline,5
725,2,3,AI Researcher,Online,30,Machine Learning for Beginners,edX,Machine Learning,1,Online,11
726,3,3,Data Scientist,Offline,10,JavaScript Essentials,Coursera,JavaScript,2,Offline,25
727,2,3,Cloud Engineer,Offline,20,Machine Learning for Beginners,edX,Machine Learning,1,Offline,14
728,2,1,Full Stack Developer,Online,11,JavaScript Essentials,edX,JavaScript,1,Online,6
729,3,3,Cloud Engineer,Online,9,DevOps Bootcamp,Udemy,DevOps,1,Online,24
730,2,1,Software Architect,Online,6,JavaScript Essentials,edX,JavaScript,1,Online,18
731,2,3,Data Scientist,Offline,16,Full Stack Masterclass,Udemy,Full Stack Development,3,Offline,6
732,2,1,DevOps Specialist,Offline,22,System Design Advanced,Coursera,System Design,1,Offline,39
733,3,1,Full Stack Developer,Online,24,Machine Learning for Beginners,edX,Machine Learning,3,Online,11
734,3,2,Machine Learning,Online,24,DevOps Bootcamp,Udemy,DevOps,1,Online,37
735,3,1,AI Researcher,Online,12,Full Stack Masterclass,Udemy,Full Stack Development,2,Online,26
736,3,1,Data Scientist,Online,22,Deep Learning Advanced,Udemy,Deep Learning,1,Online,13
737,1,3,Cloud Engineer,Online,5,Deep Learning Advanced,edX,Deep Learning,2,Online,38
738,2,1,AI Researcher,Online,27,Intro to AI Concepts,Udemy,Artificial Intelligence,3,Online,31
739,2,3,Full Stack Developer,Offline,18,AWS Foundations,Udemy,Cloud Computing,2,Offline,12
740,2,2,Data Scientist,Offline,7,System Design Advanced,Udemy,System Design,2,Offline,35
741,2,2,DevOps Specialist,Offline,25,Machine Learning for Beginners,Udemy,Machine Learning,3,Offline,31
742,1,1,Backend Developer,Online,18,Deep Learning Advanced,edX,Deep Learning,2,Online,37
743,3,2,Data Scientist,Online,27,Full Stack Masterclass,Coursera,Full Stack Development,1,Online,34
744,1,2,Frontend Developer,Offline,18,System Design Advanced,Coursera,System Design,3,Offline,20
745,1,3,Backend Developer,Offline,22,Deep Learning Advanced,Udemy,Deep Learning,1,Offline,31
746,3,3,Frontend Developer,Offline,15,Full Stack Masterclass,edX,Full Stack Development,2,Offline,5
747,2,1,Software Architect,Online,21,Full Stack Masterclass,edX,Full Stack Development,1,Online,32
748,3,2,Cloud Engineer,Offline,16,Deep Learning Advanced,edX,Deep Learning,1,Offline,24
749,3,2,Software Architect,Online,10,DevOps Bootcamp,edX,DevOps,1,Online,31
750,2,1,DevOps Specialist,Online,7,Machine Learning for Beginners,Coursera,Machine Learning,3,Online,23
751,1,1,Software Architect,Offline,12,DevOps Bootcamp,Udemy,DevOps,2,Offline,24
752,1,1,Full Stack Developer,Offline,13,JavaScript Essentials,edX,JavaScript,3,Offline,24
753,1,2,Frontend Developer,Offline,29,AWS Foundations,Udemy,Cloud Computing,3,Offline,40
754,2,1,Cloud Engineer,Online,28,Deep Learning Advanced,edX,Deep Learning,3,Online,37
755,1,1,DevOps Specialist,Offline,8,Intro to AI Concepts,Udemy,Artificial Intelligence,2,Offline,11
756,2,1,Backend Developer,Offline,5,DevOps Bootcamp,Udemy,DevOps,3,Offline,17
757,3,3,Frontend Developer,Online,29,Full Stack Masterclass,edX,Full Stack Development,1,Online,24
758,3,2,Frontend Developer,Online,19,Deep Learning Advanced,edX,Deep Learning,3,Online,27
759,3,2,Data Scientist,Offline,28,JavaScript Essentials,Coursera,JavaScript,1,Offline,26
760,2,1,Frontend Developer,Offline,28,AWS Foundations,Udemy,Cloud Computing,3,Offline,24
761,2,3,Frontend Developer,Online,18,DevOps Bootcamp,edX,DevOps,3,Online,33
762,2,3,DevOps Specialist,Offline,29,System Design Advanced,Udemy,System Design,2,Offline,15
763,1,1,Full Stack Developer,Offline,13,DevOps Bootcamp,Udemy,DevOps,3,Offline,22
764,2,2,DevOps Specialist,Online,10,System Design Advanced,Coursera,System Design,1,Online,19
765,3,3,Machine Learning,Offline,28,DevOps Bootcamp,edX,DevOps,1,Offline,13
766,2,2,Full Stack Developer,Offline,25,Intro to AI Concepts,Coursera,Artificial Intelligence,1,Offline,40
767,2,3,DevOps Specialist,Online,18,SQL Bootcamp,Udemy,SQL,1,Online,17
768,3,2,Cloud Engineer,Online,6,JavaScript Essentials,Coursera,JavaScript,3,Online,13
769,1,1,Software Architect,Offline,16,System Design Advanced,Udemy,System Design,2,Offline,27
770,3,1,Backend Developer,Online,11,AWS Foundations,edX,Cloud Computing,1,Online,27
771,1,2,Machine Learning,Offline,19,Machine Learning for Beginners,Udemy,Machine Learning,2,Offline,16
772,3,3,Software Architect,Offline,22,JavaScript Essentials,Coursera,JavaScript,3,Offline,18
773,2,1,Frontend Developer,Online,8,JavaScript Essentials,Coursera,JavaScript,1,Online,8
774,3,1,AI Researcher,Online,5,Deep Learning Advanced,Coursera,Deep Learning,3,Online,27
775,2,2,Full Stack Developer,Offline,30,SQL Bootcamp,edX,SQL,3,Offline,29
776,2,2,Data Scientist,Offline,15,Deep Learning Advanced,Coursera,Deep Learning,3,Offline,33
777,2,2,Full Stack Developer,Online,26,Machine Learning for Beginners,edX,Machine Learning,1,Online,26
778,1,2,Full Stack Developer,Online,22,AWS Foundations,edX,Cloud Computing,1,Online,20
779,2,2,Software Architect,Offline,6,Intro to AI Concepts,Udemy,Artificial Intelligence,3,Offline,20
780,3,3,Software Architect,Offline,29,Machine Learning for Beginners,edX,Machine Learning,1,Offline,13
781,3,3,Machine Learning,Offline,16,Full Stack Masterclass,edX,Full Stack Development,2,Offline,24
782,2,1,Data Scientist,Online,20,AWS Foundations,Udemy,Cloud Computing,1,Online,16
783,3,3,Backend Developer,Offline,18,AWS Foundations,Coursera,Cloud Computing,3,Offline,32
784,3,2,AI Researcher,Offline,9,Full Stack Masterclass,Udemy,Full Stack Development,1,Offline,24
785,2,1,DevOps Specialist,Offline,21,SQL Bootcamp,Udemy,SQL,3,Offline,23
786,3,3,Frontend Developer,Offline,13,System Design Advanced,Udemy,System Design,1,Offline,28
787,2,1,AI Researcher,Online,11,System Design Advanced,Udemy,System Design,3,Online,8
788,2,3,Cloud Engineer,Online,17,Intro to AI Concepts,Udemy,Artificial Intelligence,2,Online,24
789,3,3,Backend Developer,Online,13,JavaScript Essentials,Udemy,JavaScript,2,Online,19
790,3,1,Data Scientist,Offline,14,SQL Bootcamp,Coursera,SQL,2,Offline,6
791,1,2,DevOps Specialist,Offline,22,JavaScript Essentials,Udemy,JavaScript,2,Offline,25
792,2,3,Frontend Developer,Offline,13,DevOps Bootcamp,Coursera,DevOps,2,Offline,32
793,1,2,Frontend Developer,Offline,30,Deep Learning Advanced,Udemy,Deep Learning,3,Offline,12
794,2,3,Frontend Developer,Online,27,Deep Learning Advanced,edX,Deep Learning,3,Online,17
795,3,2,Software Architect,Offline,10,Full Stack Masterclass,Coursera,Full Stack Development,3,Offline,10
796,2,1,Frontend Developer,Online,9,Machine Learning for Beginners,Udemy,Machine Learning,3,Online,34
797,1,1,Software Architect,Offline,9,Full Stack Masterclass,edX,Full Stack Development,2,Offline,15
798,2,2,Software Architect,Offline,17,DevOps Bootcamp,edX,DevOps,2,Offline,9
799,1,1,Full Stack Developer,Offline,13,SQL Bootcamp,Coursera,SQL,2,Offline,21
800,2,3,Backend Developer,Online,23,Deep Learning Advanced,Udemy,Deep Learning,3,Online,11
801,3,2,DevOps Specialist,Online,19,SQL Bootcamp,Udemy,SQL,3,Online,6
802,1,2,Software Architect,Offline,23,JavaScript Essentials,edX,JavaScript,3,Offline,15
803,3,1,AI Researcher,Online,21,DevOps Bootcamp,Udemy,DevOps,1,Online,25
804,3,2,Machine Learning,Online,25,AWS Foundations,Coursera,Cloud Computing,1,Online,12
805,3,3,Full Stack Developer,Online,8,DevOps Bootcamp,edX,DevOps,2,Online,12
806,2,1,Cloud Engineer,Offline,23,Full Stack Masterclass,Udemy,Full Stack Development,1,Offline,21
807,2,3,Data Scientist,Offline,12,System Design Advanced,Udemy,System Design,1,Offline,31
808,1,3,Software Architect,Offline,20,DevOps Bootcamp,edX,DevOps,1,Offline,29
809,3,1,DevOps Specialist,Online,28,JavaScript Essentials,Coursera,JavaScript,2,Online,37
810,3,1,Software Architect,Online,11,AWS Foundations,edX,Cloud Computing,1,Online,27
811,1,1,Frontend Developer,Offline,10,Machine Learning for Beginners,edX,Machine Learning,2,Offline,11
812,1,3,Cloud Engineer,Offline,9,JavaScript Essentials,edX,JavaScript,3,Offline,32
813,2,3,Software Architect,Online,9,System Design Advanced,Coursera,System Design,2,Online,20
814,3,3,Cloud Engineer,Offline,18,Machine Learning for Beginners,Udemy,Machine Learning,1,Offline,25
815,2,2,Backend Developer,Offline,12,AWS Foundations,Udemy,Cloud Computing,2,Offline,26
816,3,3,Frontend Developer,Online,29,Full Stack Masterclass,edX,Full Stack Development,3,Online,21
817,3,1,AI Researcher,Online,7,Deep Learning Advanced,Udemy,Deep Learning,2,Online,38
818,3,2,Software Architect,Offline,28,Full Stack Masterclass,Udemy,Full Stack Development,2,Offline,26
819,3,2,Software Architect,Offline,24,SQL Bootcamp,Udemy,SQL,3,Offline,38
820,2,1,Software Architect,Offline,5,Deep Learning Advanced,edX,Deep Learning,3,Offline,26
821,2,1,AI Researcher,Offline,13,Deep Learning Advanced,Coursera,Deep Learning,2,Offline,35
822,2,2,Backend Developer,Offline,13,DevOps Bootcamp,Coursera,DevOps,1,Offline,32
823,3,1,Machine Learning,Online,23,JavaScript Essentials,Coursera,JavaScript,3,Online,25
824,3,1,Backend Developer,Online,22,DevOps Bootcamp,Udemy,DevOps,1,Online,30
825,3,3,AI Researcher,Offline,26,Deep Learning Advanced,Udemy,Deep Learning,3,Offline,19
826,2,2,AI Researcher,Offline,20,Deep Learning Advanced,edX,Deep Learning,3,Offline,9
827,1,1,AI Researcher,Online,8,AWS Foundations,edX,Cloud Computing,3,Online,40
828,2,1,DevOps Specialist,Offline,23,SQL Bootcamp,Udemy,SQL,1,Offline,25
829,3,2,DevOps Specialist,Online,5,JavaScript Essentials,Udemy,JavaScript,1,Online,22
830,1,1,Data Scientist,Offline,5,Intro to AI Concepts,Coursera,Artificial Intelligence,2,Offline,17
831,1,1,Cloud Engineer,Offline,26,System Design Advanced,edX,System Design,2,Offline,29
832,3,2,Software Architect,Offline,26,AWS Foundations,Udemy,Cloud Computing,1,Offline,23
833,2,1,Data Scientist,Offline,15,SQL Bootcamp,Coursera,SQL,3,Offline,8
834,3,3,Cloud Engineer,Online,6,System Design Advanced,Udemy,System Design,1,Online,18
835,2,2,Full Stack Developer,Offline,5,DevOps Bootcamp,Udemy,DevOps,1,Offline,10
836,3,2,DevOps Specialist,Online,17,Full Stack Masterclass,edX,Full Stack Development,2,Online,24
837,2,3,DevOps Specialist,Offline,12,Full Stack Masterclass,Udemy,Full Stack Development,2,Offline,12
838,1,3,DevOps Specialist,Online,8,Intro to AI Concepts,Coursera,Artificial Intelligence,2,Online,36
839,2,3,Machine Learning,Online,5,JavaScript Essentials,Udemy,JavaScript,3,Online,22
840,3,2,Software Architect,Online,20,System Design Advanced,Udemy,System Design,1,Online,23
841,3,3,Cloud Engineer,Online,30,Deep Learning Advanced,edX,Deep Learning,2,Online,10
842,1,2,Full Stack Developer,Online,14,Intro to AI Concepts,Coursera,Artificial Intelligence,2,Online,16
843,2,2,Cloud Engineer,Online,16,Intro to AI Concepts,edX,Artificial Intelligence,3,Online,8
844,1,1,Backend Developer,Online,16,JavaScript Essentials,Udemy,JavaScript,1,Online,19
845,3,3,AI Researcher,Online,12,System Design Advanced,Udemy,System Design,3,Online,30
846,3,2,Machine Learning,Online,22,SQL Bootcamp,Coursera,SQL,2,Online,15
847,3,2,DevOps Specialist,Offline,14,System Design Advanced,edX,System Design,3,Offline,26
848,2,3,DevOps Specialist,Online,29,DevOps Bootcamp,Coursera,DevOps,2,Online,18
849,3,2,Cloud Engineer,Online,13,AWS Foundations,Udemy,Cloud Computing,1,Online,28
850,3,3,Full Stack Developer,Online,22,Deep Learning Advanced,Coursera,Deep Learning,1,Online,40
851,3,3,AI Researcher,Online,24,DevOps Bootcamp,Coursera,DevOps,3,Online,31
852,3,3,Data Scientist,Online,29,SQL Bootcamp,edX,SQL,1,Online,17
853,1,1,Full Stack Developer,Online,11,SQL Bootcamp,Coursera,SQL,2,Online,39
854,2,3,Backend Developer,Offline,20,DevOps Bootcamp,Udemy,DevOps,2,Offline,21
855,1,3,DevOps Specialist,Offline,23,SQL Bootcamp,Udemy,SQL,2,Offline,30
856,1,3,Machine Learning,Online,23,DevOps Bootcamp,Coursera,DevOps,2,Online,37
857,2,3,Cloud Engineer,Online,10,System Design Advanced,edX,System Design,3,Online,22
858,1,2,DevOps Specialist,Online,6,Intro to AI Concepts,Udemy,Artificial Intelligence,1,Online,14
859,3,1,Software Architect,Offline,30,SQL Bootcamp,Coursera,SQL,3,Offline,12
860,2,2,Machine Learning,Offline,26,Machine Learning for Beginners,Coursera,Machine Learning,2,Offline,7
861,1,3,Cloud Engineer,Online,11,AWS Foundations,Coursera,Cloud Computing,2,Online,5
862,1,1,AI Researcher,Offline,29,Full Stack Masterclass,edX,Full Stack Development,1,Offline,36
863,3,3,Software Architect,Online,14,Machine Learning for Beginners,edX,Machine Learning,3,Online,26
864,1,1,Backend Developer,Offline,12,SQL Bootcamp,Udemy,SQL,3,Offline,24
865,2,3,Machine Learning,Offline,24,DevOps Bootcamp,edX,DevOps,2,Offline,40
866,2,2,DevOps Specialist,Offline,27,Machine Learning for Beginners,edX,Machine Learning,1,Offline,32
867,3,2,DevOps Specialist,Online,24,Machine Learning for Beginners,edX,Machine Learning,3,Online,9
868,2,3,Cloud Engineer,Online,8,JavaScript Essentials,edX,JavaScript,3,Online,8
869,1,1,Software Architect,Online,5,Deep Learning Advanced,edX,Deep Learning,1,Online,28
870,1,3,Software Architect,Offline,8,System Design Advanced,Coursera,System Design,1,Offline,14
871,3,3,Cloud Engineer,Offline,9,Deep Learning Advanced,Coursera,Deep Learning,1,Offline,24
872,2,1,Software Architect,Online,27,SQL Bootcamp,Coursera,SQL,3,Online,10
873,2,1,Frontend Developer,Online,25,DevOps Bootcamp,Coursera,DevOps,3,Online,34
874,2,1,Cloud Engineer,Online,16,DevOps Bootcamp,Coursera,DevOps,1,Online,37
875,2,2,Backend Developer,Online,12,Deep Learning Advanced,edX,Deep Learning,2,Online,9
876,3,2,Cloud Engineer,Online,11,DevOps Bootcamp,edX,DevOps,3,Online,25
877,2,1,Frontend Developer,Online,21,Intro to AI Concepts,edX,Artificial Intelligence,2,Online,25
878,3,2,DevOps Specialist,Online,20,AWS Foundations,Coursera,Cloud Computing,1,Online,28
879,3,3,Full Stack Developer,Offline,25,DevOps Bootcamp,Udemy,DevOps,2,Offline,29
880,1,2,Full Stack Developer,Offline,23,System Design Advanced,Coursera,System Design,1,Offline,26
